"id","nome","source_folder","tags_secundarias","quantidade_secundarias","status"
"media_c0e21e2b6be9b55d1243","Coice de glúteo em pé com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em pé com elástico","Elástico | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_6430871bfe3d73304ab3","Coice de glúteo em pé na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em pé na máquina","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_5744c108e7b61ac95f38","Coice de glúteo em quatro apoios","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em quatro apoios","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_5aeab25fa0bcb0dd6bd4","Coice de glúteo na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_483617efe2b329d2853a","Coice de glúteo na máquina de extensão de perna","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina de extensão de perna","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_35efed0c97abbf98d75e","Coice de glúteo na máquina de ferreiro","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina de ferreiro","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_5eb24948448fca1620ba","Coice de glúteos com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteos com elástico","Elástico | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_535db44790309f2be456","Coice de tríceps com halter","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de tríceps com halter","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_54fdda4a4b95c1c43f3b","Coice reverso da máquina smith","C:\Users\bruno\Downloads\Exercicios renomeados\Coice reverso da máquina smith","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_c9d8fac2c181276fe967","Contragolpe de perna reta","C:\Users\bruno\Downloads\Exercicios renomeados\Contragolpe de perna reta","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_4e0edb0fb757e3dccb18","Correndo","C:\Users\bruno\Downloads\Exercicios renomeados\Correndo","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_e5dfc0e56ee2d29a9a27","Correr no lugar","C:\Users\bruno\Downloads\Exercicios renomeados\Correr no lugar","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_123d87b625e01bafaffe","Corrida com calcanhar no glúteo","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com calcanhar no glúteo","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_26f7d8e5eb41c2d4250f","Corrida com levantamento de joelhos altos","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com levantamento de joelhos altos","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_caaf3d5f4899b2e92455","Corrida com mudança de direção","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com mudança de direção","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_2f20cf12e525daf6416e","Corrida com mudança de direção - variação 2","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com mudança de direção - variação 2","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_56b89e088a455dfe8341","Corrida curta","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida curta","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_2044b0318cce8dca700b","Corrida de joelho alto","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de joelho alto","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_16183aa3b50710307bfe","Corrida de joelhos altos na parede","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de joelhos altos na parede","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_3928553c4d86d92e9341","Corrida de pés rápidos","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de pés rápidos","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_dffc9594df3044c0cd33","Corrida de velocista assistida por elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de velocista assistida por elástico","Elástico | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_7a6a8c28181f8a019c18","Corrida no Assault AirRunner","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida no Assault AirRunner","Máquina | Esteira | Ao ar livre","3","COM_SECUNDARIAS_NO_TXT"
"media_2b54121a04e8f357f3fb","Corrida para trás","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida para trás","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_a7846d305c2dc974d864","Cotovelo ao joelho em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Cotovelo ao joelho em pé","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_e1c9b1636d26d992ee66","Cross de direita no boxe","C:\Users\bruno\Downloads\Exercicios renomeados\Cross de direita no boxe","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_a039cbf545245860086e","Crossover na polia alta","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover na polia alta","Polia/Cabo | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_2338c709ba8a04c9256a","Crossover na polia baixa","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover na polia baixa","Polia/Cabo | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_48796bd36d11070af498","Crossover no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover no cabo","Polia/Cabo | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_ac48f6a2218e2fee2ec1","Crossover no cabo de baixo para cima","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover no cabo de baixo para cima","Polia/Cabo | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_01d7455df44bf9211b8a","Crossover unilateral no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover unilateral no cabo","Polia/Cabo | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_2093cb48e0d0fc3f80c9","Crucifixo ascendente com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo ascendente com halteres","Halteres | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_dd27c4821b3134f73d2e","Crucifixo com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo com halteres","Halteres | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_32efff8a44da2bda6a3c","Crucifixo declinado com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo declinado com halteres","Halteres | Banco | Ombros","3","COM_SECUNDARIAS_NO_TXT"
"media_63d7633c7ba75c100473","Crucifixo declinado no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo declinado no cabo","Polia/Cabo | Banco | Ombros","3","COM_SECUNDARIAS_NO_TXT"
"media_004d0341c40b57d75378","Crucifixo deitado no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo deitado no cabo","Polia/Cabo | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_53d541e6d9d4a311dca8","Crucifixo inclinado alternado com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inclinado alternado com elástico","Elástico | Banco | Ombros","3","COM_SECUNDARIAS_NO_TXT"
"media_2c6aecde2c95ce11e1f1","Crucifixo inclinado com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inclinado com halteres","Halteres | Banco | Ombros","3","COM_SECUNDARIAS_NO_TXT"
"media_255c8274bb07b4c98a54","Crucifixo inclinado no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inclinado no cabo","Polia/Cabo | Banco | Ombros","3","COM_SECUNDARIAS_NO_TXT"
"media_c97dcc5db2496e206217","Crucifixo inverso com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inverso com elástico","Elástico | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_f67ee999bfd92c19abed","Crucifixo inverso com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inverso com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_1445d3b8069de7fdea0d","Crucifixo inverso curvado no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inverso curvado no cabo","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_af9c1c99fc50e5aaf97e","Crucifixo inverso deitado no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inverso deitado no cabo","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_3662cab0479c91c94a18","Crucifixo inverso na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inverso na máquina","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_00291dd66ebf0d854707","Crucifixo inverso no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo inverso no cabo","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_4869c65d56b41321ed21","Crucifixo na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo na máquina","Máquina | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_1d89a5ababf594223173","Crucifixo no peck deck","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo no peck deck","Máquina | Ombros | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_01bec319901abd9600f1","Crucifixo unilateral declinado no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo unilateral declinado no cabo","Polia/Cabo | Banco | Ombros","3","COM_SECUNDARIAS_NO_TXT"
"media_41da759efb2c7a9bcaf4","Crunch com elevação da perna","C:\Users\bruno\Downloads\Exercicios renomeados\Crunch com elevação da perna","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_689629e11f014249d919","Crunch com joelhos elevados","C:\Users\bruno\Downloads\Exercicios renomeados\Crunch com joelhos elevados","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_ccd352815ced24e4f303","Cruz de ferro com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Cruz de ferro com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_f114a46b8a4e119f875b","Círculo com um braço","C:\Users\bruno\Downloads\Exercicios renomeados\Círculo com um braço","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_f151c8d0af26673a8358","Círculos com os braços","C:\Users\bruno\Downloads\Exercicios renomeados\Círculos com os braços","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_3c20bf7d10405945bec4","Dead bug","C:\Users\bruno\Downloads\Exercicios renomeados\Dead bug","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_2aa3a12a2f26138e1fd1","Dead bug com braços elevados","C:\Users\bruno\Downloads\Exercicios renomeados\Dead bug com braços elevados","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_ca799fce1a672240b906","Dedos dos pés na barra","C:\Users\bruno\Downloads\Exercicios renomeados\Dedos dos pés na barra","Barra fixa | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_51b178e5a9acf9aa2c1f","Desenvolvimento alternado com barra EZ","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento alternado com barra EZ","Barra | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_f86a0c1ca1e275ae71f5","Desenvolvimento alternado com halteres em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento alternado com halteres em pé","Halteres | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_b5a9f739d2b6ef4a3158","Desenvolvimento atrás da nuca na máquina Smith","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento atrás da nuca na máquina Smith","Máquina | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_30a01fe445607e39f555","Desenvolvimento com barra sentado","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento com barra sentado","Barra | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_35ef171dc96ee35d9b54","Desenvolvimento com halteres em pé e pegada neutra","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento com halteres em pé e pegada neutra","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_6aa923654afbc439e9c8","Desenvolvimento cubano com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento cubano com halteres","Halteres | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_6920eb862729677485cc","Desenvolvimento cubano sentado com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento cubano sentado com halteres","Halteres | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_1b375112a6411791ed79","Desenvolvimento de ombros com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento de ombros com halteres","Halteres | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_ee803fd0d91256fbefab","Desenvolvimento de ombros com kettlebell","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento de ombros com kettlebell","Kettlebell | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_7ac5e41df5763c80b9a8","Desenvolvimento de ombros deitado com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento de ombros deitado com halteres","Halteres | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_a95f3ff19f05a71e5615","Desenvolvimento de ombros na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento de ombros na máquina","Máquina | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_0ac5c9d784c783160f44","Desenvolvimento de ombros no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento de ombros no cabo","Polia/Cabo | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_0fa6a4086f89b6f9293a","Desenvolvimento de ombros sentado com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento de ombros sentado com elástico","Elástico | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_ddd2efe7106b48b467c7","Desenvolvimento em pé na máquina Smith","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento em pé na máquina Smith","Máquina | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_0ed092ea7050d420c5a4","Desenvolvimento militar com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento militar com barra","Barra | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_c4290788a9ffb48813ba","Desenvolvimento militar com barra e pegada aberta","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento militar com barra e pegada aberta","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_fdd43b649392ecc5a0df","Desenvolvimento militar com barra e pegada fechada","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento militar com barra e pegada fechada","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_9159aaf9f8ea4c751688","Desenvolvimento militar com peso corporal","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento militar com peso corporal","Tríceps | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_875c99e8b3e6d98b52d2","Desenvolvimento militar unilateral com kettlebell","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento militar unilateral com kettlebell","Kettlebell | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_f3521a52d7e97e142563","Desenvolvimento reverso na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento reverso na máquina","Máquina | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_dd3a9b1f538e608ab930","Desenvolvimento sentado na máquina Smith","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento sentado na máquina Smith","Máquina | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_567d99cfd1563c0f103f","Desenvolvimento unilateral com halter","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento unilateral com halter","Halteres | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_2ae985efb10a10094052","Desenvolvimento unilateral de ombro com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento unilateral de ombro com elástico","Elástico | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_892aad96d0a368e7d063","Desenvolvimento W com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Desenvolvimento W com halteres","Halteres | Tríceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_50782b1a6d64ae8cb4bb","Deslizamento de braços na parede","C:\Users\bruno\Downloads\Exercicios renomeados\Deslizamento de braços na parede","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_faa90e79037e01eb2306","Deslocamento lateral com toque no chão","C:\Users\bruno\Downloads\Exercicios renomeados\Deslocamento lateral com toque no chão","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_4766cf26a589ad5f1760","Devil press com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Devil press com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_91d713ba2261458d84a8","Double Leg Stretch (Pilates)","C:\Users\bruno\Downloads\Exercicios renomeados\Double Leg Stretch (Pilates)","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_b9be3a9f6b7d1e541cf3","Drill em I de agilidade","C:\Users\bruno\Downloads\Exercicios renomeados\Drill em I de agilidade","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_fac37bf08d5307c24903","Drill pliométrico de agilidade","C:\Users\bruno\Downloads\Exercicios renomeados\Drill pliométrico de agilidade","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_b19f404ad8b36f775b70","Elevação alternada de pernas deitado","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação alternada de pernas deitado","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_52b33c4b8230a24ec13d","Elevação da ponta dos pés (dorsiflexão)","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação da ponta dos pés (dorsiflexão)","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_e13090b7ee903a21369e","Elevação de braços na parede","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de braços na parede","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_3d0a7039d00a5ef74406","Elevação de joelhos deitado","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de joelhos deitado","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_8a917e29aeae65cf1f97","Elevação de joelhos suspenso","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de joelhos suspenso","Barra fixa | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_6e6af6cfb5007391dcb0","Elevação de ombros em 4 direções com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de ombros em 4 direções com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_9908e3495013d3bad276","Elevação de ombros em 6 direções com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de ombros em 6 direções com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_b7118e82164991f2b2af","Elevação de panturrilhas com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas com elástico","Elástico | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_17863675884105ecf008","Elevação de panturrilhas com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_c31bfce4b46b8c5aa9d7","Elevação de panturrilhas donkey","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas donkey","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_03e61dea448efa9198c6","Elevação de panturrilhas donkey com peso","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas donkey com peso","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_777383e359c11c5f51ad","Elevação de panturrilhas donkey na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas donkey na máquina","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_fc2d4a88893c9883e217","Elevação de panturrilhas em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas em pé","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_0e75df0d48644ddb1bba","Elevação de panturrilhas em pé com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas em pé com barra","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_936ed88ed436afac77fa","Elevação de panturrilhas em pé na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas em pé na máquina","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_e337530bc1a2c2d5307f","Elevação de panturrilhas na máquina hack","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas na máquina hack","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_e33ff75c8986a659aa70","Elevação de panturrilhas sentado com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas sentado com barra","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_b73851a943f54a8cace9","Elevação de panturrilhas sentado com peso","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de panturrilhas sentado com peso","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_af3e0f272de587555d9d","Elevação de perna em prancha","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de perna em prancha","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_e565c87218f343cc8f24","Elevação de perna em pé na máquina","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de perna em pé na máquina","Máquina | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_36b306c17c825c4dcc54","Elevação de perna na prancha lateral","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de perna na prancha lateral","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_eb8a95c08f066f266c77","Elevação de pernas deitado","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de pernas deitado","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_b3c8449518084ebf4224","Elevação de pernas e quadril no banco inclinado","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de pernas e quadril no banco inclinado","Banco | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_97452559c6b8d2c0322f","Elevação de pernas na cadeira romana","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de pernas na cadeira romana","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_f73ab2ae583e3173f577","Elevação de quadril deitado com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação de quadril deitado com elástico","Elástico | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_2ab7c051830a5ab0096d","Elevação frontal alternada com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal alternada com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_b359e324cf2d1c78b261","Elevação frontal apoiada no banco com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal apoiada no banco com halteres","Halteres | Banco | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_b6b95c22f809905250d0","Elevação frontal com anilha","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com anilha","Anilhas | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_886ba7e6278a3f07a237","Elevação frontal com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com barra","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_a7872048d9895c8e58d2","Elevação frontal com barra e rotação","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com barra e rotação","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_00dc19505218d6bdd7af","Elevação frontal com cabo de dois braços","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com cabo de dois braços","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_a6955b3d6b5ae7108c52","Elevação frontal com cabo duplo","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com cabo duplo","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_acc5dd489702819108a8","Elevação frontal com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_1656b852dc13177aea31","Elevação frontal com halteres de dois braços","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com halteres de dois braços","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_006aaaa8382e13e34653","Elevação frontal com halteres sentado","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal com halteres sentado","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_198dc751bdde6f796202","Elevação frontal do cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação frontal do cabo","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_f505add36b8c84820ceb","Elevação lateral com cabo de dois braços","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral com cabo de dois braços","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_c6ce58984b229dd1a1f7","Elevação lateral com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_f45022d04b6f2ee24494","Elevação lateral com halteres para frente","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral com halteres para frente","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_f36c497ac228ac596cdd","Elevação lateral curvado com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral curvado com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_8bbd95b346b1ae81af32","Elevação lateral de braços sem peso","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral de braços sem peso","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_4054aba26c9c9342e8d4","Elevação lateral de landmine","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral de landmine","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_154903db657da1f6344a","Elevação lateral deltóide traseiro com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral deltóide traseiro com halteres","Halteres | Academia","2","COM_SECUNDARIAS_NO_TXT"
